id,type,text1,text2,text3,notes
all_goat_artichoke_k_L,WEAPON,搭载了加强推进部的中距洋蓟导弹，可以快速破开对方护盾。装药中携带的不稳定离子也能干扰对方电网运行。,,,
,,,,,
#系统,,,,,
goat_overpressure_drift,SHIP_SYSTEM,直排释放压力储藏，短时间极大幅度提升引擎出力。,机动,,
goat_safepressure_drift,SHIP_SYSTEM,阶段性引导压力储藏释放，稳定提高船体滑漂性。,机动,,
goat_lesspressure_drift,SHIP_SYSTEM,启动废气回导，大幅度提升涡轮推力，使得沉重船体可以快速提速。,机动,,
goat_call,SHIP_SYSTEM,点燃螺角，震荡电网的同时迅速充能装填系统，使得实弹武器射速提升，幅能产生减小，使得中小型武器射程大幅抬升，在测距仪辅助下可达到当前最远射程。,进攻,,
goat_flare_wall,SHIP_SYSTEM,热诱弹阵列齐射。,防御,,
goat_torrent_drive,SHIP_SYSTEM,大幅度提升引擎出力，并在推进过程中抛洒高能热诱弹。,机动,,
goat_torrent_drive_l,SHIP_SYSTEM,稳定提升巨大引擎的出力压力，并在推进过程中抛洒高能热诱弹。,机动,,
goat_storm_surge,SHIP_SYSTEM,震荡线圈，渐入深层时间，渐进式提高自身武器射速与时流倍率。,防御,,
goat_fireblast_furnace,SHIP_SYSTEM,燃烧熔炉，打开散热版，超功率运行主炮。,特殊,,
goat_displacer,SHIP_SYSTEM,利用螺角的升维趋势，带动整条船维度上涨，舰船开始顺时间漂移，在此过程中移动一段路程后降到原维度，形成类似闪现的客观效果。,机动,,
goat_bash_mode,SHIP_SYSTEM,为阵列加压，齐射三次高爆加农炮。,特殊,,
goat_ammofeed,SHIP_SYSTEM,超频运行填弹模组，忽略能量浪费进行暴力的射速抬升。,进攻,,
goat_microburn,SHIP_SYSTEM,立即抛出大量幅能，极大幅度的抬升船体速度的同时形成震荡模，减少舰体受伤,进攻,,
goat_acausaldisruptor,SHIP_SYSTEM,短时过载近距离目标,进攻,,
,,,,,
goat_wild_drift,SHIP_SYSTEM,舰船冲入月相暗面，获得极大的航速提升，同时减少所受伤害。,,,
goat_damper,SHIP_SYSTEM,舰船抬升至月相明面，减少所受伤害，同时极大提高引擎与武器修复速度。,,,
goat_fortressshield,SHIP_SYSTEM,舰船缓慢沉入月相暗面，同时极大提升护盾效率。,,,
goat_drone_strike,SHIP_SYSTEM,占用幅能，将 辉光颗粒 瞬间抬升至月相明面，随后化为一团剧烈震荡的电荷团冲撞敌方。,,,
goat_highenergyfocus,SHIP_SYSTEM,拉起月相暗面，使能量直接冲入船体形成减伤膜，同时加强武器射程与伤害,,,
goat_moon,SHIP_SYSTEM,聚合明面势能，在船体周围形成相膜，极大提升武器伤害并少量减伤，相膜巨大质量导致的引力漩涡也会撕碎绝大部分小型目标。,,,
,,,,,
