id,type,text1,text2,text3,text4,notes
AL_freezingwatch,SHIP_SYSTEM,降低该舰及其战机目标的机动性和速度，并使该舰及战机对护卫舰/驱逐舰类型的目标造成更多伤害。,增强,降低该舰及其战机目标的机动性和速度，并使该舰及战机对护卫舰/驱逐舰类型的目标造成更多伤害。,,
AL_remoterepairsystem,SHIP_SYSTEM,"自动选择我方战舰为目标，靠近并施加以下效果：
-若目标源于趋光议会，缓慢修复装甲至最高 30%
-若目标结构低于其最大结构的 25% (最高 3000)，缓慢修复结构至该值
-以上效果可以叠加，但叠加时存在 效果衰减",修复,"自动选择我方战舰为目标，靠近并施加以下效果：
-若目标源于趋光议会，缓慢修复装甲至最高 30%
-若目标结构低于其最大结构的 25% (最高 3000)，缓慢修复结构至该值
-以上效果可以叠加，但叠加时存在 效果衰减",30% | 25% | 3000 | 效果衰减,
AL_overflowlight,SHIP_SYSTEM,短时间内极大地提升实弹与能量武器的射速，并减少他们幅能的产生。,增强,短时间内极大地提升实弹与能量武器的射速，并减少他们幅能的产生。,,
AL_fluxcompressconductor,SHIP_SYSTEM,开启时限制武器输出，极大降低武器射速，但护盾受到伤害大幅度降低，机动性小幅度提高。,护盾,开启时限制武器输出，极大降低武器射速，但护盾受到伤害大幅度降低，机动性小幅度提高。,,
AL_darkpraise,SHIP_SYSTEM,激活强重力场，在接下来一段时间内获得大量增益，包括但不限于机动性提升，船体受伤减半及能量武器幅能减半。周遭敌舰机动性也会受到减益。,增强,激活强重力场，在接下来一段时间内获得大量增益，包括但不限于机动性提升，船体受伤减半及能量武器幅能减半。周遭敌舰机动性也会受到减益。,,
AL_blastcountdown,SHIP_SYSTEM,提高最大航速、机动性及武器射速，此间硬幅能会极速增长。若在系统结束之前超载，接下来释放的 晶体毁冲 额外造成一次忽视 50% 装甲抗性的伤害，同时视作额外使用了一次 晶体毁冲。,增强,提高最大航速、机动性及武器射速，此间硬幅能会极速增长。若在系统结束之前超载，接下来释放的 晶体毁冲 额外造成一次忽视 50% 装甲抗性的伤害，同时视作额外使用了一次 晶体毁冲。,晶体毁冲 | 50% | 晶体毁冲,
AL_displacerHeracles,SHIP_SYSTEM,原子裂痕的伤害升级版。瞬间移动到一定距离之外，并在短时间后沿途产生空间裂痕以及爆炸。,机动,原子裂痕的伤害升级版。瞬间移动到一定距离之外，并在短时间后沿途产生空间裂痕以及爆炸。,,
AL_substeprecalldevice,SHIP_SYSTEM,可以分批次召回需要返回甲板的战机，充能最多 2 次，每次最多 3 艘战机，投弹完毕的轰炸机优先。,战机,可以分批次召回需要返回甲板的战机，充能最多 2 次，每次最多 3 艘战机，投弹完毕的轰炸机优先。,2 | 3,
AL_reentrantcirculation,SHIP_SYSTEM,以舰船为原点激发环形电流新星，对扫过的敌舰及导弹造成伤害。激活过程中进入相位状态，极大提高机动性。,机动,以舰船为原点激发环形电流新星，对扫过的敌舰及导弹造成伤害。激活过程中进入相位状态，极大提高机动性。,,
,,,,,,
AL_techno,SHIP,"""趋光计划"" 中航母的最爱之一，机能先进而完善，产量较高。武器方面使用了两门 月火AS射弹炮，能给所有轻视他们破盾能力的家伙上一课。",,,,
AL_soulno,SHIP,"""趋光计划"" 中航母的最爱之一，两门微缩蛛须炮配合高爆发的近防炮，拦截性能优秀，耐久合格，可以胜任高强度作战任务。常用于与趋光议会敌对势力的拉锯战中，并拥有着不错的战绩。",,,,
AL_fireno,SHIP,"""趋光计划"" 中整备快捷的辅助轰炸机，搭载了两枚能对护盾发生器造成干扰的低制导特殊航弹，是轰炸轮次中的辅助好手。",,,,
AL_firelink,SHIP,原火氏族研发的尖端支援机，战场的医护兵，能够在战场上对战舰进行长久的维护。,,,,
AL_heavynail,SHIP,"""趋光计划"" 中的相位重型战机，内置了 PF-蓝鸥火箭发射器，能在战场上进行火力覆盖造成大量威胁。本身的幅能水平也足以支撑钉封在整个战斗中毫发无损。",,,,
AL_damocleser,SHIP,"""趋光计划"" 中的精英突击机，精雕细琢的设计使其擅长反舰作战。任何在战线上陷入焦灼的舰船面对该战机联队作为开幕的震慑者都会倍感压力，堪堪抵御住导弹的侵袭，两门火蚀激光炮的攻击接踵而至，装甲结构便随之受到重创。",,,,
AL_respector,SHIP,原火氏族研发的尖端支援机。通过崇火者的外壳改造，并以二位激光的充能装置为主构建了整个机身。微光不盛，却能远远地烧灼敌人的护盾与装甲，效果可观。,,,,
AL_lightmare,SHIP,使用趋光议会的招牌鱼雷点亮敌人的双眼，赐予他们最后的烛光，用最简单的直线投射，粗暴地炸毁一切目标。需要注意的是，烛夜的点火者因体积原因进行了性能削减，但这不妨碍它们成为趋光进攻性最强的轰炸机联队。,,,,
,,,,,,
AL_scholar,SHIP,"一个技术先进并拥有强大机动性的轻型巡洋舰，由各方内部人员共同研发，并以此为契机发起了时长硕久但最终不了了之的 ""趋光计划""。作为趋光计划的原型机，明面的政治原因及资本操作导致此舰在议会军方的存货已经不足三位数。在一次不罕见的议会利益集团的内斗中，其原蓝图被议长的心腹，乌洛波洛斯取走，并制止了部分议员的反叛。那些议员最终作为杀鸡儆猴的牺牲品，死在了冰冷的太空中。

趋光学者常作为高速雷击舰活跃在战场正面，由于其超高的机动性及同时具备突进能力及免疫能量伤害能力的战术系统，趋光学者往往会扮演多个角色，最常见的是在正面火力覆盖中，贴近敌舰以极其危险的距离发射鱼雷。这种战斗方式屡试不爽，不过每个趋光学者舰长基本都会为每次战斗写好遗嘱，因为长驱直入的战略一不当心就会舰毁人亡。",,,,
AL_scholar_s,SHIP,"趋光学者-级轻型巡洋舰 经过重装改造后的强大品种。战术编号 A.L.S.S，轻型战列舰，可谓是以太小组的扛鼎之作。与其他战巡相比，A.L.S.S 将一切的重心放在大型武器阵列上并完全无视了小型武器，用卓越的幅能管道性能压倒性地成为战场的赢家。

虽然是所谓的轻型战列舰，但其有效火力及防御性能却因幅能系统的优越性大大强于普通主力舰，其装载的二位氢炉与战术系统相辅相成，完美诠释了一加一大于二。由于拥有着几乎可以完全面向正前方的大型武器阵列，其正面火力输出能令一大批常规主力舰黯然失色。但事情总是相对的，如果它失去护盾后坚持的时间能再长一点的话，A.L.S.S 说不定将成为议会永远的标杆。

令人惋惜的是，除了正在服役的 A.L.S.S 外，还有一批用于搭载原火氏族实验性武器的原型机现今已不见踪影。据说，议长的座舰曾是其中一艘。",,,,
AL_scholar_i,SHIP,"趋光学者-级轻型巡洋舰 的私人改进型。仅 幽光尖兵 其中一任队长 Tenshi 持有，陪着这名指挥官走过了一生。

不可辩驳的是，罪业学者的性能在各方面都是舰中翘楚，但是大多数趋光舰长能很明显的看出来，罪业学者在建材和外形上大量采用了其他趋光学者变种的设计，可以想象她的设计师大概在绘制蓝图时偷工减料。不过这些不影响 Tenshi 对她的爱。

据说那名设计师嘴里总是念念不忘 ""教本太棒了""，令人不禁联想起那个都市传说。",,,,
AL_scholar_F,SHIP,"趋光学者的废弃设计之一，初期实验中被定义为重型雷击舰，但其成本过高，在生产了一批次测试用舰体后项目被叫停。实验仅存的原型舰统一使用 ""富兰克林"" 作为番号。

此类舰体内置了四个双联点火者级鱼雷发射舱，一轮齐射几乎能摧毁一切中型舰船，大型舰也无法在其轰炸下撑过数个回合。比起传统的趋光学者，富兰克林-级鱼雷投射量更多，但真空期更长，引擎加强的系统也被替换为了跃迁核心，使其更倾向于直接在战场上撕出一个缺口来打开局面。

绝大多数富兰克林-级现服役于议会高层及与议会联系紧密的雇佣兵的舰队。",,,,
AL_archimedes,SHIP,"同样是趋光学者的改型，阿基米德-级相较于富兰克林-级待遇就要好的多了。该舰种诞生于欧几里得-级战列舰服役数年之后。在使用趋光学者-级，欧几里得-级协同舰队的议员们的努力之下，全灵小组成功改造出了阿基米德-级，用于进行专业化作战。起初是作为少量的精英舰服役，但在战场上渐露锋芒后，大家意识到了该舰种的强大。通过降低舰船配置，削减成本后，阿基米德-级开始作为一种较为稀少的常规舰投入作战。

阿基米德-级相较于原版的趋光学者，去除了内置的点火者发射舱，使用了更加灵活的导弹槽位来提高发挥空间。其战术主要是通过饱和导弹打击支援队友或者直接消灭敌方舰船，也可以通过装载能量武器来提高持续作战能力。特有的月弧导弹强化配件能独立地增强舰船中间的中导弹槽，令阿基米德-级的战术选择更加侧重于这个关键槽位。

""你们这群用阿基米德的都是学者派的叛徒！异端！""在某个不知名的论坛上，被称为学者原教旨主义者的舰长们在阿基米德-级服役后对其深恶痛绝，可能是他们深爱的点火者鱼雷被抛弃了吧。",,,,
,,,,,,
AL_assistance,SHIP,"""趋光计划"" 的副产物，耶梦加得收编的其中一名赏金猎人的杰作。尽管不是包括蓝图到实体都由其设计，也不是什么全新的独特舰船，这艘原型来自遥远的人之领星门崩塌前时代的重型相位舰在他的建议与实验下得到了绝佳的成功。不幸的是，在 ""趋光计划"" 正式宣告失败的那几天里，这名赏金猎人死于一次大规模袭击，连带着记录着他功绩的档案一同毁灭了。助手-级的体型比一般相位护卫舰大，是因为里面搭载了一些特制的幅能管道，在拮据的时候也能当一个小货舰来使用。

助手-级的优越性在于她比起一般护卫舰较为出众的防御力，与其特殊设计的战术系统。使其在大规模战斗中能保证存活并以稳健的姿态支援友方战舰。她的战术系统能通过一种量子通讯方式将自身的幅能热量传导给周围指定舰船。这使得助手-级在巨舰交锋时，和狡诈的折磨级一样令人防不胜防。",,,,
AL_jadewat,SHIP,趋光议会护卫舰的中坚力量。以保全性命为主题的舰船。因为火力输出从某种意义上来讲，各种角色都无法胜任，所以它作为护卫舰的地位着实尴尬。不过比起普通的护卫舰，它能在战场上坚持远比舰长想象还要长的时间，能完美处理来袭的低速导弹。,,,,
AL_textbook,SHIP,"议会舰队初期的运送货物全靠这类小型舰体。因制造成本低，数量庞大，经常有议会高官藏在大舰队中的一艘教本-级上，以躲避敌舰对旗舰的狙击，事实也证明了这番举措确实有效。

待到叱责-级、偏科-级兴起后，教本-级逐渐成为备用穿梭舱，也被用作私人派对举办的地方。议长手下大员，耶梦加得，为此特批了教本-级的高级改造行动。

教本-级装载了小型的农作物自循环生态圈，会在战备度足够、不挤满货仓的前提下生产食物。

不管你相不相信，据说有个舰长把一艘教本-级当成自己的老婆宠爱了一生...",,,,
AL_mumber,SHIP,"""趋光计划"" 的早期失败企划之一。错误的使用速子科技的偏光材料，导致本就幅能韧性不足的护卫舰体无法承受护盾带来的幅能损耗。小生-级护卫舰可以说是全灵小组整体思路转变的起点，她拥有着夸张的攻击性，却也给它带来了脆弱、形同纸糊的防御力。

在各种小规模战争的前期，小生-级会临时投入生产，并招募廉价雇佣兵作为舰长来试探战场烈度。

小生-级在挥霍完身上所有幅能容量之时，往往是他们坠入地狱之刻。如果您是一名受雇佣来帮助趋光议会的舰长，相信我，虽然把小生-级护卫舰当做旗舰来进行刀尖跳舞非常酷，但为了安全着想，还是乖乖呆在驱逐舰级别及以上的舰体比较好。",,,,
AL_penciller,SHIP,"""趋光计划"" 早期的试验性舰体，搭载了特殊的划痕跃迁技术，其原理是快速掠过相位空间并延时产生空腔撕裂。这项技术的原型来自于同组的玻色子-级相位驱逐舰，几乎可以被认为是压缩过成本的小型化版本。

在设计这类舰体时，全灵小组启用了经验最丰富的架构师和设计学家。不负众望，执笔-级诞生了。这艘护卫舰能在战场上肆意穿梭，使用各类武器在支援位立足。不得不说，这是全灵小组最杰出的小型舰之一。只可惜其操作难度巨大，审美独特，难以被广泛接受。",,,,
AL_academician,SHIP,"精密而小巧的高级护卫舰，在以太小组开发中途被移交给议长私人名下的研究所，名声不显。

趋光议会的数据库中并没有它的记录，似乎所有录入的数据都会被实时删除，而这使得这艘护卫舰鲜为人知的同时，战力也难以考证，间接导致其更加难以投入使用。在趋光议会的官方社交平台上，唯一能搜索到的仅仅是一些好事者为这艘舰撰写的奇幻小说，小说名字叫 ""珊多拉万岁""。",,,,
,,,,,,
AL_whitewolf,SHIP,"""趋光计划"" 早期的改造舰，大量参考了常见相位舰船的内部构造，搭载特殊的跃迁系统，适应长线穿插作战。

狼毫-级整体围绕秒差距跃迁系统设计，舰体高度集成了时间回溯单元。该系统原理与P空间息息相关，闪现至指定地点的同时会激发时间置换，将舰船的整体结构回溯至一秒前的状态。

在趋光议员眼中，狼毫-级是舰队里的刺客和中流砥柱，在战场有极高的容错率。但如果让船员来选择他们的服役对象，他们一定不会选择狼毫-级。具可靠数据分析，狼毫-级舰船的船员心理疾病发生率极高，猜测是跃迁系统导致有部分船员的时间认知被严重扰乱。

曾经有赏金猎人企图逃脱狼毫-级的追猎，最终被逮捕时他对狼毫-级的描述是这样的：""你永远无法猜到它下一秒在哪里。""",,,,
AL_boson,SHIP,"玻色子-级，天才的设计，被誉为 ""世界底层逻辑的再现""，""对相位空间最成功的利用""。她作为一种相位驱逐舰，纸面性能看上去并不可观，但实际上拥有极高的战术价值。玻色子-级在潜入 P-空间 时，会造成时间错位，从而在舰体下潜的位置留下一个与现实时间相差一秒左右的虚像。玻色子-级重新上浮时，这个虚像会迅速受到时空的校正，回到玻色子-级当前所在的位置，而经过的路径会因为空间错位产生巨量的电磁脉冲。玻色子-级的战术系统更是能锁定范围内的战舰位置，以相位空间为介质迸发出超越时空的能量，在同一时间点多次 ""跃迁""，在极短的时间内对范围内所有敌舰进行打击。

这艘战舰在趋光的历史中属于最前面的一批。早期趋光议会社会动荡之时，那个曾成功复制了厄运-级相位巡洋舰蓝图的疯子不慎暴露了自己的位置，趋光议会的某颗行星上，诸多上级议员得知此事后陷入了对之后可能到来的政治危机的恐惧。当时一部分速子科技的人员因此和伊灭修斯里霸主的留驻人员产生了冲突，因为那个名为 约瑟夫 的蓝图拥有者曾经将相位舰的蓝图低价贩卖给了霸主。但很显然，领导者对这种窝里斗的行为很是排斥，委托给 约瑟夫 开发玻色子-级相位驱逐舰的任务的同时，那些卷入矛盾的家伙们统统被关了半年禁闭。",,,,
AL_bachelor,SHIP,"""趋光计划"" 核心舰体之一，在计划中拥有举足轻重的地位。由来自速子科技的 Howard 董事长和议会颇具盛名的 Julius 大公合作研发，常年被用于保护机密资料的高精尖驱逐舰。

学士-级在议会的中小型舰队编制中属于那颗耀眼的明星，无论是技术含金量还是战场实用度，学士-级都是在议会驱逐舰中顶尖的存在。曾有不少舰长将其比作驱逐版的科特-级，因为其在拥有极强防御性能的同时搭载着不俗的火力。

特殊的 多维湍流护罩 采用了不可复制的机密技术，其表现为将一种稳态惰性物质用特殊的手段投射到物质维度，尽管这些物质并不能在空间上阻止敌人的炮火，但正如学士其名，它们能像人工智能一样通过学习作用力的传播模式来缓冲能量传播的速度，以此降低敌人的伤害。除此以外，强大的机动系统更使得舰体本身能适用于任何高强度的作战。同时，全灵小组为其适配的维度差发生器能让学士-级的防御性能更上一层楼。配以强大的大型能量槽位，学士-级在驱逐舰上几乎做到了最好。",,,,
AL_scolder,SHIP,"""趋光计划"" 中期的多功能后勤设计，具备高速大气层机动能力。无论是运送货物、勘探废弃设施还是投放地面力量，叱责-级都能高效率地完成任务。

因其引擎采用了激进的战斗舰船设计，为了平衡舰体结构与保证引擎在民用标准下正常工作，燃油消耗相较于其他民用船要高上不少。",,,,
AL_referee,SHIP,"""趋光计划"" 早期的改造舰。大部分该类舰船的舰体都是由趋光部分声明显赫的原型舰的边角料打造而成，但整体品控仍能维持 A 级水平。拥有两个飞行甲板，卓越的战术系统及优秀的幅能属性，使得代诏-级能轻松地在前线站稳脚跟。

代诏-级起初被制作用于小规模的冲突制止行动，在趋光议会的大型战场上，尤其是应对敌方主力舰队时，代诏-级显得无足轻重。不过在后期，代诏-级的机动性及防御性能被开发后，也成为了议员能广泛接受的小型航母。",,,,
AL_brain,SHIP,"""时钟蜕变"" 实验结晶，趋光议会的杰出作品。所有舰长梦寐以求的阵型战舰 —— 能在战场上拉开一条优美而坚不可摧的阵线。

智脑-级的 舰载AI 是强大而令人恐惧的，没人知道它是否超出了人工智能协议的限制，而参与设计的人也因各种原因无法给出回答。渊默核心算法独特，计算效率一流，它甚至能引导能量流动以产生强电磁干扰，排斥周围所有敌舰的导弹，使得击中它和它周围的舰船需要费上不少力气。当然，同样令人无法忽视的，是那耀眼的十字光辉。链接着分支船体的神秘力量，令无数拥有她的舰长称之为 ""第一推动力""，对于其他信奉唯物主义的议员们来说，这颇具讽刺意味。

在永光之锋出现之前，每艘智脑-级上或多或少承载着一些趋光议会的机密资料，只因它几乎不可能被击沉。至于现在，虽然不知道为何它还没有停产，但是没多少人会再将数据储存在它身上了。

*[乱码]会消灭一切悖于圣锚[乱码]
*数据库连接已切断",,,,
AL_emptiness,SHIP,"""趋光计划""中期的改造舰。该舰原型是来自于耶梦加得手下，一个据说来自河外星系的没落种族的学者。这名学者虽然看上去就是人类，但对时间的感受似乎有着超乎寻常的敏锐。他率领全灵小组对拥有时流之壳的战舰蓝图进行剖析，并将其操纵时间的原理中指向性源头从自身扩展到场后，无涯级驱逐舰就此诞生。其独特的克洛粒子时场虽然能影响大范围内所有战舰，但通过识别特征码，它可以轻松地辨认敌我从而将施加的影响差异化。

无涯级擅长在战场中部浑水摸鱼，开启时流力场后，能为周遭友舰提供不小的助力。这也造就了一个事实：在无论多庞大的舰队中，都会有无涯级的一席之地。",,,,
AL_discipline,SHIP,"""趋光计划"" 早期的改造舰，以同级正面交火必胜为目标设计的 ""教科书"" 级别的战舰。原型来自于被废弃的蓝图 ""破冰-级驱逐舰""。原本应是类似破阵-级的外观，经过大幅度改动并加以工程设计师个人审美的小幅度改造，已经成就了另一种形态。

教谕-级驱逐舰经常用于突击与收割战场，所有能驾驭教谕-级的舰长无一例外都有颗雷打不动的顽强心脏。在同级别中，没有其他舰船干扰的情况下，教谕-级几乎能立于不败之地，在执行危险度特别高，譬如单舰牵制巡洋舰的任务时，教谕-级也能胜任，即使任务失败，她的反戈一击也足以让巡洋舰受到重创甚至停机。总而言之，教谕-级的攻击性堪称议会一绝，不少喜好角斗士风格的舰长都会选择教谕-级作为旗舰。",,,,
AL_torch,SHIP,"光恒七-级，曾设计出玻色子-级相位驱逐舰，被称为 ""时空之手 ""的 塞缪尔·约瑟夫 的又一力作。光恒七-级以魔力数字 ""7"" 为设计核心，具有不可思议的再生能力和范围打击能力，其特殊的能量击发核心虽然存在短时间的疲劳问题，但经过长时间使用非但不会磨损，内部的原子结构还会进行自发的重排序，极大地增强核心可塑性。

光恒七-级击发能量的整体过程被称呼为 晶体毁冲：潜入相位空间后在短时间内迅速修复自身，引起空间震荡，并在上浮之时将空间相位差积攒的能量爆发出来，形成冲击。这种撕裂现实的力量来自于舰船上镶嵌在内壁的特殊晶体，由一种超高温会自发坍塌形成引力畸变的特殊物质构成。这些晶体的连锁反应产生了晶体毁冲的效果，其能量使得相位空间产生了断层，打断了时空连续性，再度产生大量能量的同时回溯时间，而起效的空间体积恰好能囊括自身。这也是晶体毁冲可以用之不竭的原因。当然，这种晶体也有类似疲劳度的限制，短时间内无法连续起效多次。

作为高端驱逐舰，特殊晶体的稀缺导致光恒七-级在役的舰船数量屈指可数。更令军方头痛的是，由于早期服役的型号仍存缺陷，经常出现光恒七-级在战场上过载触发晶体毁冲之后消失不见的事故，原因初步断定为时空连续性并未及时恢复导致余波将舰船和舰组人员送去了平行时空。尽管该类舰船已经不再有此类问题，军方也还是下调了该舰生产的优先度。",,,,
,,,,,,
AL_keter,SHIP,"与欧几里德-级战列舰同一时期的产物，舰队的中流砥柱，经验丰富的舰长的珍宝。

值得一提的是，不同于设计欧几里得-级，科特-级的设计小组名不见经传，一开始也没有加入 ""趋光计划""，不过这经过精心打磨的舰体却证明了设计者的英才，并让以太小组求贤若渴地接纳了他们。

在设计中，科特-级的整体思路偏向于提高容错率，也就是增强防守，并通过先进的槽位改装，使得科特-级的正面火力也不落下风。在防御上，科特-级拥有韧性极高的护盾，配合战术系统能抵消甚至反击任何攻击护盾的敌人，并且，设计小组甚至放弃了以太小组的二位氢炉，转而搭载了维度差发生器，使其与舰体完美契合并发挥出了一加一大于二的效果，让科特-级在三重保护下于战场中屹立不倒。其独特的内置插件 ""誓约雷环"" 虽然会牺牲一部分输出时间和较多的弹舱容量，但这却能缓冲该舰的幅能以保证系统稳定，并在高幅能状态下获得更卓越的生存能力。

极为优秀的耐久、不俗的正面火力，这一切都印证着一个事实 —— 它是星空中趋光议会舰队忠实的剑与盾，并成为了出场最多也是贯穿议会历史的巡洋舰。",,,,
AL_oilphaser,SHIP,"""趋光议会简直闲的蛋疼""，偏科级不满的说道。""明明俺是相位舰的说！相位舰的说！为什么要改造成运输舰的说？"" 偏科-级大喊着，试图引起欧瑞捷门的注意，然而这并没有什么卵用。

偏科-级相位运输舰。搭载了较为常见，来自速子科技的民用反应堆，能源效率高且便于低成本运输。在必要时，偏科-级甚至能上战场吸引火力 —— 这也是得益于它的相位系统。大多时候，便宜又实用的偏科-级是趋光议员代替 德拉姆系列燃油舰 的唯一选择。",,,,
AL_brain_attack,SHIP,"""时钟蜕变"" 实验的最终作。趋光雇佣兵的强大作战兵器，被广大舰长给予了高度赞赏，虽然如此，但趋光议会的海军宣传报上几乎没有任何关于它的报道。神识-级是以智脑-级核心舰为基础改造的战舰。装载了与智脑-级同源的核心，所以防御性能无可挑剔。论攻击方面，可能比起趋光议会其他巡洋舰有些不足，但强大的幅能寄存器、幅能排散足以弥补这个缺漏。

然而 ""时钟蜕变"" 不久之后，永光之锋初露端倪，众人赫然发现这些叛徒的主力舰队的成员大多是神识-级、智脑-级。一时间惶恐的情绪降临在了每个拥有它们的舰长身上，神识-级的受欢迎程度急速下滑。一切正规军和非正规军给他们起了一个诨号：""背叛十字""，并纷纷将它们列入服役舰船的黑名单。

*神*的光辉照耀神识，*神*要让她代表*神*的意识，自原数的第三周后，她就是*神*，*神*也将成为无尽个她。圣河将在*神*的双手下流淌，*神*将拔出圣锚。
*神*说：
""朝圣即将诞生。""
*神*说：
""你们终将灭亡。""",,,,
AL_postgraduate,SHIP,"""趋光计划"" 后期的改造舰，设计理念来自于中科技的诸多鹰-级巡洋舰，并保持着一如既往的高机动。不过此次改造，是一次并不常见的非法改造，其成果得到耶梦加得的承认之前，计划实施者因剽窃罪囚禁了很长一段时间 —— 非法使用了学士-级战术系统的蓝图，在不符合工程学的基础下完成了这次极其危险的改造。

这艘舰一被公布，它的身影就开始遍布趋光每一个自动工厂，因为它的泛用性和廉价。虽然这次改造牺牲了硕士生-级大部分的火力，但通过研究学士-级的战术系统，新安装的系统将承受伤害和机动规避做到了有机结合，使得硕士生-级的战斗耐力几乎能媲美科特级巡洋舰。各方面综合来看，这艘舰的生存率与性价比异常之高。尽管如此，硕士生-级的峰值性能却始终是个问题。",,,,
AL_phasingchimera,SHIP,"在某次大战中，趋光全灵小组的科学家们从仲裁骑士团的货舰残骸里发现了一张奇美拉-级原型蓝图。据情报，仲裁骑士团奇美拉型战舰服役过一段时间，但因为其高昂的船员训练成本，骑士团不得不将其淘汰。该蓝图正是奇美拉曾经辉煌的证明。

介于其成熟的设计和服役记录，全灵小组决定将其重现，并根据其特质改造为相位轻巡。

强大的火力输出，灵活的身姿，继承了奇美拉名号的该舰使能得心应手驾驶它的舰长们爱不释011111010---
0101神明在10100110舰1001寄居101101
[数据库连接中断]",,,,
AL_armera,SHIP,将原体的极大开发潜力成功发掘出来的科研典范。但因不明原因，一切关于阿迈拉的科研资料在一场荒谬的大火中付之一炬。,,,,
AL_crown,SHIP,"始源灵树的馈赠，被称为 ""灵树长女"" 的巡洋航母，是娜秋城根据部分趋光议会战舰的蓝图重新设计的。据他们的长老所说，这些技术来自 ""温床"" —— 这被认为是某种人之领遗留的小型蓝图工厂的别称。

树冠-级配备了独特的战术系统，可以逐渐传送回前线需要回航整备的战机联队，这在一定程度上赋予了树冠-级强大的轰炸机战斗机混搭能力。在战场上，树冠-级灵动的航母指挥能最大程度的保证战机的安全性与作战效率。",,,,
,,,,,,
AL_euclid,SHIP,"""趋光计划"" 早期试验的一员，具备尖端技术和强大破坏力的欧几里德-级支援战列舰，依赖重型导弹进行战场打击。因为外形酷似点火者，常被戏称为欧几里德-级发射器。

欧几里得-级配备了一种特殊的区域覆盖设备，能够产生并调动可控电子云占据一整片矩形空间，令友军战舰的航行如鱼得水的同时干扰敌方，这也使其能担任战斗群的主力支持角色，轻松放大局部战场的优势。

按设计日期和计划，原本是科特-级的姊妹舰，然而由于各种场外因素，譬如未被制止的学术歧视，为争夺科研资源产生的肮脏交易，诸此种种让群英云集的全灵小组疲于应对，原定的联合设计计划搁浅，使得最终设计出的两者存在显著差异。尽管如此，最终的成果确确实实没有让人失望。如果想要在趋光议会的舰长圈子里混出头，乘早攒钱买一艘欧几里德-级是最好的选择。",,,,
AL_euclid_m,SHIP,"欧几里得.改，紫烁之星，由耶梦加得经手的欧几里得-级战列舰大型改造版本。舰船定位由导弹主力舰转化为重型正航，去除了大型导弹槽与数个炮位，并拥有 5 个甲板。其独有船插 ""破誓谏言"" 能使所有舰载机联队获得额外一艘舰载机，特殊的战术规划让其一下子成为媲美星体的超级航母。

这艘船在问世不久后便引起了议会各大高层注意，并迅速地被纳入舰队编制中。在没有私塾-级的主力舰队里，消耗不高，进攻性极强的欧几里得.改便成为了最锋利的刀刃。然而同原型一样，它在装配方案上缺乏灵活性，机动稍显笨重，这些也是这艘船为人诟病的少数几点之一。尽管如此，这般强大的正规航母依旧没有夺去其原型欧几里得-级战列舰的光芒，大概这也和欧几里得.改的成本有关。",,,,
AL_keter_m,SHIP,"如果 A.L.S.S 是战场杀器，那科特.改便一定是常胜将军。这艘改造自科特-级巡洋舰的战巡来源于趋光计划结束后以太小组的一次尝试性的研发。在投入生产并进入舰队实行可靠性测试后，它仅使用了不到一个月的时间，便迅速成为了那些热衷上战场抛头颅洒热血的议员的首选。这一切都归功于它简单粗暴但又不落窠臼的设计方案。

比起全能的原型，科特.改牺牲了远优于其他战舰的护盾，将侧重点放在了正面火力及机动性。倾向于防御的维度差发生器被替换为二位氢炉以支持爆发输出，""誓约雷环"" 的设计被替换成了名为 ""立誓雷嚣"" 的涡轮发动机。这种发动机从引力场引起的空间畸变中汲取动能，运作时会发出电闪雷鸣的声音，由于科特.改船身材料的隔音性能不好，船员时常会有轻微的耳鸣。不过这些小毛病不重要，发动机不仅可以通过周期性的充能短暂增强战舰的整体性能，多此充能还能预热发动机，以降低周期的间隔时间。其独特的战术系统更是让科特.改的战场位置多元化，并让胆敢追击的战舰付出代价。再同 A.L.S.S 对比，科特.改在火力不落后前者的情况下，预留了相当大的容错性，这也是为何科特.改更受欢迎。

""我就喜欢这种朝前开火的战巡，开那种侧弦船总让我有种搔首弄姿的错觉。"" —— 不知名的议员",,,,
AL_frozenyard,SHIP,"""趋光计划"" 后期的一种致力于清剿战场中小型目标的战航设计，是全灵小组的得意之作。不过据知情人士透露，寒院的蓝图是被重建过的，现在的寒院-级和当初的设计南辕北辙。

""霜寒庭院，万物冻结。"" 寒院-级在项目初期会议中被负责人之一的 乌洛波洛斯 寄予厚望。但在一次常规的审校流程后，蓝图源文件被小组内部潜伏的卢德主义者窃取。尽管这些小偷最终被绳之以法，文件却已经被恶意销毁。在紧张的数据恢复工程结束之后，新的寒院在废墟中重生，虽然后继的服役记录证明了全灵小组的实力，但每当提及寒院-级的诞生，相关技术人员的脸上都会浮现出一抹阴霾。正是这起事件重启了议会的背景调查。

舰体安装了四个位于两侧的中型导弹架及正中央的一个大型导弹架，通过搭载一种特殊的电子战子系统，寒院-级及其战机能够干扰敌方的引擎出力，这使得寒院-级具备将任何战舰拦截并将其摧毁的截杀能力。强大导弹火力的代价是薄弱的防卫系统，寒院-级使用了相对落后的前置固定护盾系统来保证幅能通道的稳定。即便如此，只要做好特定防护，这也不足以成为寒院-级的致命缺陷。",,,,
